Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,Bear Notch Books,"Bartlett, NH, U.S.A.",,16:03:2023,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",52006365,https://www.abebooks.com/bear-notch-books-bartlett-nh-u.s.a/52006365/sf,,{'Easton Press_Bear Notch Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1hrPol1teLaJQDMimj7Xqs.png'}
USA,"Bear Bookshop, John Greenberg","564 Butterfield RdBrattleboro, VT, U.S.A.
          05301",,17:11:2005,4,"The Bear Bookshop was established in 1975 in Brattleboro, Vermont, and moved with the owner to Marlboro, Vermont in 1976.  For the next quarter of a century, the Bear Bookshop operated as a shop open to the public during warm weather. A few years ago, the open shop closed, and the store now operates solely on the internet.

We stock approximately 25,000 volumes of used and rate books in all subject areas, with heavy concentrations on academic subject matters.",90685,https://www.abebooks.com/bear-bookshop%2c-john-greenberg-brattleboro-vt/90685/sf,/images/bookseller-homepages/10.jpg,{}
USA,bccbooks,"WHITE PLAINS, NY, U.S.A.",,09:09:2002,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",1453420,https://www.abebooks.com/bccbooks-white-plains-ny-u.s.a/1453420/sf,,{}
USA,Bearly Read Books,"320 Boston Post RoadSudbury, MA, U.S.A.
          01776", +1 978-443-4034,06:06:2000,5,"Bearly Read Books has been in business for more than 30 years. We specialize in military history, children's and illustrated classics and modern first editions. We are open 6 days a week, closed Mondays. We have 36,000 books in stock.

You may also visit us at www.bearlyreadbooks.com",539641,https://www.abebooks.com/bearly-read-books-sudbury-ma-u.s.a/539641/sf,https://pictures.abebooks.com/storefront/539641/VendorStoreFront.jpg,"{'Antarctic_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5HQNXQ07iWnJsvt1Ww0Pph.png', 'Architecture_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/oGlNjc0UZLq7z8aEQzzq6.png', 'Arctic_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5Hj2Z2PAsaYUWM9ZUg1KS.png', 'Art_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/712U4yofF47UmgCAxw8M2C.png', 'Aviation_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4Fl6i692GeHNbUwlUoqDBV.png', 'Baseball_Bearly Read Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1oqWwuu8tOPsenfxo2KSCs.png'}"
USA,Ben Mazer Modern Firsts,"Cambridge, MA, U.S.A.",,26:03:2018,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",54386955,https://www.abebooks.com/ben-mazer-modern-firsts-cambridge-ma/54386955/sf,,{}
USA,beneton,"Millsboro, DE, U.S.A.",,31:03:2010,3,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",55402771,https://www.abebooks.com/beneton-millsboro-de-u.s.a/55402771/sf,,{}
USA,Benchmark Books,"3269 S. Main St., Ste. 250Salt Lake City, UT, U.S.A.
          84115", +1 801-486-3111,08:06:1999,5,"We are an independent LDS (Mormon) bookstore located in Salt Lake City. We opened our doors in 1987 following a move, we settled in at our current location where we ve been since 1994.  We specialize in LDS(Mormon) books;new used and out-of-print and rare.  In addition, we carry a small amount of Utah/Western Americana and general religion titles.  Our sale tables hold a large amount of new books of all categories all at reduced prices.

We offer a free search service if there is something you re looking for, we ll find it.  Currently, our record is 25 years trust us, we don t give up!

**(We are NOT Benchmark Books the publisher in New York)**",187234,https://www.abebooks.com/benchmark-books-salt-lake-city-ut/187234/sf,https://pictures.abebooks.com/storefront/187234/VendorStoreFront.jpg,{}
USA,BennettBooksLtd,"325 N Larchmont Blvd #343LOS ANGELES, CA, U.S.A.
          90004-3011",,17:04:2008,5,We specialize in long-tail products in like new and new condition. ,52101753,https://www.abebooks.com/bennettbooksltd-los-angeles-ca-u.s.a/52101753/sf,/images/bookseller-homepages/4.jpg,{}
USA,Better Book Getter,"310 Riverside Dr #2023New York, NY, U.S.A.
          10025",,16:10:1996,4,The Better Book Getter is an independent bookseller located in New York City. We specialize in finding and stocking out-of-print and antiquarian books.,1941,https://www.abebooks.com/better-book-getter-new-york-ny/1941/sf,https://pictures.abebooks.com/storefront/1941/VendorStoreFront.jpg,{}
USA,Best Value for You,"Thousand Oaks, CA, U.S.A.",,15:01:2007,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",51961723,https://www.abebooks.com/best-value-for-you-thousand-oaks/51961723/sf,,{}
USA,BEST_TEXTBOOKS_DEALS,"4001 Union Pacific Ave.Los Angeles, CA, U.S.A.
          90023",,14:12:2011,5,"Customer Service Email Contact: gadol_david@yahoo.com
Sales Manager: David Gadol",51244666,https://www.abebooks.com/best_textbooks_deals-los-angeles-ca-u.s.a/51244666/sf,/images/bookseller-homepages/4.jpg,{}
USA,BestBookDeals,"Alexandria, VA, U.S.A.",,14:02:2013,5,You Will Love It...,58872855,https://www.abebooks.com/bestbookdeals-alexandria-va-u.s.a/58872855/sf,,{}
USA,Bibliomadness,"Worthington, MA, U.S.A.",,03:04:2018,5,"We specialize in scholarly, unique, rare and hard to find books. Our book searches take us to many interesting places and allows us to offer an eclectic selection of books. We're passionate about finding interesting books and putting them out for the world to find and add to their collections. We process and ship orders everyday so you can be sure your order will arrive promptly. Expedited shipping and international shipping is available. ",66172268,https://www.abebooks.com/bibliomadness-worthington-ma-u.s.a/66172268/sf,,"{'Anthropology_Bibliomadness': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1F8OGqRBzwL6alWVRWmnt3.png', 'Art_Bibliomadness': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/pr58m4cuU9uVJjkVpsfP9.png', 'Biography_Bibliomadness': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7ie95UnmTyx16WBKpFLKUf.png', 'Business_Bibliomadness': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4g2A4dFaAszsNomxciokjf.png', ""Children's_Bibliomadness"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7TycQFwle05t2bGtOHtrDt.png', 'Civil War_Bibliomadness': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/354azA04ZSJjab9st25T77.png'}"
USA,Bibliohound,"6045 paseo carretacarlsbad, CA, U.S.A.
          92009",,12:01:2000,4,"Bookseller Information
Bookseller: Bibliohound
Address: Carlsbad, CA, U.S.A.

",356495,https://www.abebooks.com/bibliohound-carlsbad-ca-u.s.a/356495/sf,/images/bookseller-homepages/4.jpg,"{""Children's Books_Bibliohound"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6wDAXJsDku6JE4UNRrDN7Z.png'}"
USA,Biblio Esoterica,"Fort Wayne, IN, U.S.A.",,27:05:2019,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",71488633,https://www.abebooks.com/biblio-esoterica-fort-wayne-in-u.s.a/71488633/sf,,{}
USA,Biblioctopus,"2132 Century Park LaneLos Angeles, CA, U.S.A.
          90067", +1 3102776286,20:11:2013,5,Members of the ABAA and ILAB.,58918817,https://www.abebooks.com/biblioctopus-los-angeles-ca-u.s.a/58918817/sf,https://pictures.abebooks.com/storefront/58918817/VendorStoreFront.jpg,"{'Literature_Biblioctopus': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7mOKRDhrmYB3mSJeyqwUcU.png', 'Literature & Classics_Biblioctopus': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1ScU1B6cDNNaEVUnrCVsZ2.png', 'Poetry_Biblioctopus': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6CfsvJbid5xCkolV4tyzcN.png', 'Women_Biblioctopus': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/25B6IXGhgeSHYSBPRcHAq3.png'}"
USA,Bill's Books,"Charleston, WV, U.S.A.",,10:03:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",61943230,https://www.abebooks.com/bills-books-charleston-wv-u.s.a/61943230/sf,,{}
USA,Billthebookguy,"Eads, TN, U.S.A.",,16:06:1998,5,"Just a boy and his books. I have been an online bookseller since July 1, 1998. I've probably sold in excess of 30,000 books during that time, and my goal today is the same as it was when I started, to sell the finest books at the best price. Check out my book blog at http://billthebookguy.blogspot.com/",30045,https://www.abebooks.com/billthebookguy-eads-tn-u.s.a/30045/sf,/images/bookseller-homepages/4.jpg,"{'Art & Design_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/DMB3yLNwDXAUytTM6f0Vp.png', 'Biography & Autobiography_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5upzUF6aOi1bvSlxt9OSjP.png', 'Children_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7WqKKUqwDA70wSW9fCYpWG.png', 'Comics & Graphic Novels_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7l0JA43kvdmVgKdxrWoQ3k.png', 'Cooking, Wining & Dining_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4bkz4nJxrGdc6Ud0o87cRP.png', 'Crime Fiction_Billthebookguy': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/38HF9eUkBz7CJzjnQ2Omdt.png'}"
USA,Black Cat Books,"PO Box 309Shelter Island, NY, U.S.A.
          11964", +1 631-725-8654,25:05:2000,5,"Since 1996 we have been buying and selling fine used books, from vintage collectibles to signed first editions. We now have over 20,000 books housed in our new location at 54 North Ferry Road, Shelter Island, New York 11964. Or email us  blackcatbooks@yahoo.com",529847,https://www.abebooks.com/black-cat-books-shelter-island-ny/529847/sf,https://pictures.abebooks.com/storefront/529847/VendorStoreFront.jpg,"{'Advertising and Commerical Art_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6RfoZFrj6ss9lKcccuAiMW.png', 'Antiques & Collectibles_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1hzyPAqVzS6dny8pmo0UNm.png', 'Archeology_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4MjHnhtqI6eZqJtBFfaXhM.png', 'Architecture_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2w0n6scGhIMkVpzCGBA4Hf.png', 'Art_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1TwF3qwO2vNzMbi48cTGx4.png', 'Biography_Black Cat Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5sGIekq67US4QzNiY8mNWE.png'}"
USA,Black Butte Books,"P.O. Box 1565Sisters, OR, U.S.A.
          97759", +1 541-549-3082,31:03:2005,5,"Black Butte Books specializes in Pacific Northwest history, books about Lewis and Clark, and hunting and fishing.  We are one of the oldest rare book businesses in Central Oregon, in business since 1995.  We also do appraisals for one book or entire estates.",8191,https://www.abebooks.com/black-butte-books-sisters-or-u.s.a/8191/sf,/images/bookseller-homepages/10.jpg,{}
USA,"Black and Read Books, Music & Games","Arvada, CO, U.S.A.",,21:10:1998,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",92337,https://www.abebooks.com/black-and-read-books%2c-music-games/92337/sf,,"{'Advance Reading Copy_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3spjmmfZhHVPP6fPO5PtVf.png', 'Art_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/74gwNWV7pt8igFE1bN7QJg.png', 'Arts & Crafts_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4aqc9Xm3i3fuCKHObMQ2y4.png', 'Audio_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5X4LQpTyLtwX6LBu5oaDlC.png', 'Biographies & Memoirs_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/27yQkS6RQL9UbWQoBtPHv2.png', 'Business & Investing_Black and Read Books, Music & Games': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7emyeJ0JOgti0YVCvjLslM.png'}"
USA,BJ's Book Barn,"Kennesaw, GA, U.S.A.",,04:10:2001,5,"On line bookstore only.  Because I obtain books from many different sources, I am unable to certify that they come from a tobacco free environment. Certification of delivery is defined by the PO scan (as ""delivered"").",971450,https://www.abebooks.com/bjs-book-barn-kennesaw-ga-u.s.a/971450/sf,/images/bookseller-homepages/4.jpg,"{""Anthology, Essay & Literary Theory_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7l8HLQBe4sMoF8eE8RcVza.png', ""Art_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/CR0CMCz0q2cLmHvUj2TPm.png', ""Biography_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1pQutProl2c6hYoBWQv3c7.png', ""Business_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2jrZ5rxh9H7cu2fs6AsmMp.png', ""Civil War_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/UKAIQvhm6VOQCczohvKrw.png', ""Current Affairs_BJ's Book Barn"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/rXfnDaeA1XHY8Y5YTUG1B.png'}"
USA,Block Books,"Beverly Hills, CA, U.S.A.", +1 (626) 461-5950,07:08:2019,4,"Seller of used and new magazines. From the publishers of Love Magazine, Hate Magazine, God Magazine, LA Star, Annie Sprinkle Magazine. Mickey Leblovic, Dr. Susan Block, Maximillian Lobkowicz, Annie Sprinkle, Veronica Vera, Willem de Ridder.",57879114,https://www.abebooks.com/block-books-beverly-hills-ca-u.s.a/57879114/sf,/images/bookseller-homepages/2.jpg,{}
USA,Blindpig Books,"salt lake city, UT, U.S.A.",,27:03:2012,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",5156280,https://www.abebooks.com/blindpig-books-salt-lake-city-ut/5156280/sf,,{}
USA,Bleidistel Books,"Salem, OR, U.S.A.",,23:01:2023,4,"Bleidistel Books specializes in books about Richard Nixon: all aspects of his life, his career, and especially the Watergate scandal. Many of our items are 1st Edition GPO (Government Printing Office) documents; we also have hundreds of books published by the private sector, as well as magazines, DVDs, CD-ROMs, and more.",85969821,https://www.abebooks.com/bleidistel-books-salem-or-u.s.a/85969821/sf,/images/bookseller-homepages/4.jpg,{}
USA,Bluestem Books,"Lincoln, NE, U.S.A.", +1 402-435-7120,07:08:1998,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",56491,https://www.abebooks.com/bluestem-books-lincoln-ne-u.s.a/56491/sf,,"{'Art & Architecture_Bluestem Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/ILHAHQO2HSpNgXDSgYlhs.png', 'Guns and Hunting_Bluestem Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/63cIdPQT3hKhL0uKrDwlKD.png', 'Literature_Bluestem Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5dIZQqjfZgOlKxyXEO3y4u.png', 'Local History_Bluestem Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7AsC0xY2a0bTWrL1IH9BFa.png', 'Military History_Bluestem Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5EWDqvo7MZqEllVpxAZQat.png'}"
USA,Blue Skye Books,"Novato, CA, U.S.A.", +1 415-892-1262,12:07:2013,5,"IMPORTANT NOTICE (12/15/21): As of noon today (12/15), I will not be able to process and ship orders received the rest of today, Thursday and Friday, until Monday 12/20/21. I must be in hospital for a few days and will not be released until sometime during the coming weekend. Sorry for any inconvenience. Peter McMillan ",53303919,https://www.abebooks.com/blue-skye-books-novato-ca-u.s.a/53303919/sf,,{}
USA,Blue Sage Books,"213 Whisper LnGrand Junction, CO, U.S.A.
          81503",,11:12:2002,5,"We are a small online bookstore that prides itself in individual customer service and support.  No query goes unanswered. Our inventory consists of collectible books, many nonfiction, western americana, signed by author editions, audio books, CD's, and movies. ",1036967,https://www.abebooks.com/blue-sage-books-grand-junction-co/1036967/sf,/images/bookseller-homepages/4.jpg,{}
USA,Blue Planet Textbooks,"Keizer, OR, U.S.A.",,16:06:2017,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",64291958,https://www.abebooks.com/blue-planet-textbooks-keizer-or-u.s.a/64291958/sf,,{}
USA,Bohleys Olde Book Shoppe,"P.O. BOX 624 1440 Caprice DrJenison, MI, U.S.A.
          49429-0624",,10:03:2010,4,"We specilize in Used, Rare/Out of Print Christian Books.",551811,https://www.abebooks.com/bohleys-olde-book-shoppe-jenison-mi/551811/sf,/images/bookseller-homepages/4.jpg,{}
USA,Bohemian Bookworm,"133 Cherryville Hollow RoadFlemington, NJ, U.S.A.
          08822", +1 908 968 3496,13:07:2005,4,"Visit over 15000+ out of print, vintage, and rare books, prints, & ephemera while here. We are always buying vintage books and updating our inventory, so check back frequently. Also, feel free to let us know if there is a specific book you are interested in buying.

Buying those hard-to-find books at the Bohemian Bookworm is very simple.
",1307,https://www.abebooks.com/bohemian-bookworm-flemington-nj-u.s.a/1307/sf,,{}
USA,Bob's Rare Books,"111 Chews Landing RoadHaddonfield, NJ, U.S.A.
          08033",,12:04:1999,5,"Specializing in Modern First Editions and Mysteries - including many signed and proof copies. We also offer a selection of non-fiction, including literary, military, sports and political biographies.
We are interested in purchasing individual titles and libraries.
By appointment.",157056,https://www.abebooks.com/bobs-rare-books-haddonfield-nj-u.s.a/157056/sf,/images/bookseller-homepages/4.jpg,{}
USA,Bolerium Books Inc.,"2141 Mission Street, Suite 300San Francisco, CA, U.S.A.
          94110", +1 415-863-6353,14:12:1997,5,"Bolerium Books specializes in American social movements. We issue regular email lists in a wide variety of fields, please contact us if you would like to be added to our mailing list. 

The browse categories listed below are NOT under our control. Please contact us for a better way to browse our stock",36998,https://www.abebooks.com/bolerium-books-inc-san-francisco-ca/36998/sf,https://pictures.abebooks.com/storefront/36998/VendorStoreFront.jpg,"{'1600s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7ZH5CZnQiOWPQ30iRxl60S.png', '1700s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5l6UkLs9BnJkL9Ngi5TeOX.png', '1800s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2kvkc5KZnhUXTpkrDXWV1E.png', '1810s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4OrLDmWCZcxaLG4LjJFniv.png', '1820s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6FprT2XYYbgLLBFjtI2eUh.png', '1830s_Bolerium Books Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5BdBU09PjsFgB9p9ioDg1Z.png'}"
USA,Book 'Em,"1339 SE 117th AvenuePortland, OR, U.S.A.
          97216",,21:05:1998,5,"We have thousands of collectible paperbacks in all genres, and over 1000 hardcover first editions, including many 19th and early 20th century mysteries. Shipping is FREE in the US for media mail! We are only open by appointment; if you will be in the Portland area, please phone ahead. And be sure to check our website: www.bookembooks.com for special sales and savings!",16432,https://www.abebooks.com/book-em-portland-or-u.s.a/16432/sf,/images/bookseller-homepages/7.jpg,"{""Adult_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2FSQ2fHqT5emCk7CL4ycAw.png', ""Adventure_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6xv1TFKxLusHlmSs28vk4S.png', ""African-American_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6dACfbWHTtojlpfFRz61UQ.png', ""Autobiography_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6aU8AJaBFaKRKXVYuLd1Nm.png', ""Beat_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5TRcKPfh6w3b3gMMSRgFDW.png', ""Biography_Book 'Em"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2xSbtZuNlJTPyvj9VeQmgL.png'}"
USA,"Booked Up, Inc.","Archer City, TX, U.S.A.",,01:02:2023,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",51679671,https://www.abebooks.com/booked-up%2c-inc-archer-city-tx/51679671/sf,,"{""Children's_Booked Up, Inc."": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4fdfFjXmltIa5JZc0ZPzgu.png', 'Fiction_Booked Up, Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/31goBsAvWDD5Z0sWf8RC32.png', 'Larry Mcmurtry Books_Booked Up, Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6h5clA80pRpMnqov7w7F53.png', 'Mystery_Booked Up, Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6iMmdmUVtm4KW16eS2Qx6V.png', 'Poetry_Booked Up, Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1iGOLiA30Xa7KzBeRJArI7.png', 'Texana_Booked Up, Inc.': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/pNJGI5r7Kz8dMhHE8oSSB.png'}"
USA,BookHunter1,"339 collfield avenueSTATEN ISLAND, NY, U.S.A.
          10314",,09:08:2017,5,"We are a small business attentive to the individual customer's needs. If you have any questions, please feel free to inquire at Bookhunters@aol.com. We will promptly respond. Our shipping rates frequently change to offer customers the best possible value. In addition, we don't mind sending pictures upon request. We do take detailed pictures of each book before sending to ensure the quality of our books. Should you need to return a purchase, we ask that you return the item in the same exact condition and the same item. Once, we have conducted our inspection - your item will be refunded in full. We reserve the right to not refund for discretionary reasons. All books are uploaded electronically via the bar code. ALL RETURN REQUESTS MUST GO THROUGH THE RETURN AUTHORIZATION PROCESS. WE DO NOT ENTERTAIN RETURN REQUESTS VIA AN INQUIRY.",63046898,https://www.abebooks.com/bookhunter1-staten-island-ny-u.s.a/63046898/sf,/images/bookseller-homepages/3.jpg,{}
USA,Bookish Corner Net,"621 Main Street, #7AWaltham, MA, U.S.A.
          02452",,19:02:2009,5,"Simona Alexandrov, the founder of BookishCorner.com is a studio artist who loves books, and who started the company to support her art making, as well as, buying and reading more books… Half of her art studio in Waltham, MA is used for art making and visited by a few students, and the other half is full of books, computers and so on….  When you are buying from Simona, you are not only getting the best possible customer care, shipping and packing, and a very good price- you are contributing to creating new drawing, paintings, and ceramic vessels.  If you want to know more about her art, feel free to visit Simona's art site www.artsimona.com and place your book orders here at BookishCorner.com

",54171775,https://www.abebooks.com/bookish-corner-net-waltham-ma-u.s.a/54171775/sf,https://pictures.abebooks.com/storefront/54171775/VendorStoreFront.jpg,{}
USA,BookHolders,"Towson, MD, U.S.A.", +1 3012099313 88,19:06:2001,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",884251,https://www.abebooks.com/bookholders-towson-md-u.s.a/884251/sf,,{}
USA,BookMelange,"COLUMBUS, GA, U.S.A.",,14:07:2020,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",73558536,https://www.abebooks.com/bookmelange-columbus-ga-u.s.a/73558536/sf,,{}
USA,Book Market,"Altadena, CA, U.S.A.",,16:01:2004,4,"I have been in business continuously since 1986. My inventory is constantly being updated. Specialties include Western Americana, John Muir, California Deserts.  In addition, I have many books on art and photography, both monographs and general titles.",4124114,https://www.abebooks.com/book-market-altadena-ca-u.s.a/4124114/sf,,{}
USA,Book ReViews,"Newton, KS, U.S.A.",,27:02:2007,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",52151330,https://www.abebooks.com/book-reviews-newton-ks-u.s.a/52151330/sf,,{}
USA,BookMarx Bookstore,"181 N 4th StreetSteubenville, OH, U.S.A.
          43952", +1 740-282-6100,12:02:2004,5,"Peter and Patricia Marx welcome you to BookMarx Books!


BookMarx Books is a quality used book dealer specializing in hard-to-find, out-of-print and unusual books with a heavy emphasis in theology. 

You can shop our on-line books or visit us in Steubenville, OH with over 25,000 new and used books at 181 N. 4th St in historic Downtown Steubenville.

Serving fresh brewed coffee and espresso/cappuccino - also we have free WiFi

We take pride in selling quality used books at the best possible price. Our on-line items have accurate descriptions and are packaged safely and securely for shipment - usually within 24 hours. If you are not 100% satisfied with your on-line purchase you WILL receive your money back!!

Call us anytime if you have a question or need personal service:

740-282-6100
",4368092,https://www.abebooks.com/bookmarx-bookstore-steubenville-oh-u.s.a/4368092/sf,https://pictures.abebooks.com/storefront/4368092/VendorStoreFront.jpg,"{'Architecture_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/3i7svzYwlkNLoNImfDgCWe.png', 'Art_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7e1hvMTJDyeZTty92tunAv.png', 'Auto (Repair)_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7eSZ4haQ004B2PNvmGpis6.png', 'Bibles_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6rEQOCXiQpechdu1gAxq10.png', 'Biography_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7AXT6oK3NkPHuCMC7BaKp5.png', 'Biography (Adventurers/Explorers)_BookMarx Bookstore': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2XCc5kwb5cAhvhY25yr09c.png'}"
